Date,Quarter,Close,PE
2005-01-03,2005-Q1,73.9,25.48275862068966
2005-01-04,2005-Q1,73.15,25.224137931034484
2005-01-05,2005-Q1,69.8,24.06896551724138
2005-01-06,2005-Q1,70.3,24.241379310344826
2005-01-07,2005-Q1,76.60000000000001,26.41379310344828
2005-01-10,2005-Q1,74.00000000000001,25.517241379310345
2005-01-11,2005-Q1,73.40000000000002,25.31034482758621
2005-01-12,2005-Q1,70.25000000000001,24.224137931034484
2005-01-13,2005-Q1,72.35000000000002,24.948275862068964
2005-01-14,2005-Q1,71.20000000000002,24.55172413793104
2005-01-17,2005-Q1,70.30000000000001,24.241379310344826
2005-01-18,2005-Q1,71.60000000000002,24.6896551724138
2005-01-19,2005-Q1,71.10000000000002,24.517241379310345
2005-01-20,2005-Q1,70.00000000000003,24.13793103448276
2005-01-21,2005-Q1,70.00000000000003,24.13793103448276
2005-01-24,2005-Q1,70.85000000000001,24.43103448275862
2005-01-25,2005-Q1,70.10000000000001,24.17241379310345
2005-01-26,2005-Q1,70.10000000000001,24.17241379310345
2005-01-27,2005-Q1,71.85000000000001,24.77586206896552
2005-01-28,2005-Q1,72.55000000000001,25.017241379310345
2005-01-31,2005-Q1,73.05000000000003,25.1896551724138
2005-02-01,2005-Q1,73.10000000000002,25.20689655172413
2005-02-02,2005-Q1,73.95000000000003,25.5
2005-02-03,2005-Q1,74.80000000000001,25.79310344827586
2005-02-04,2005-Q1,74.75000000000001,25.77586206896552
2005-02-07,2005-Q1,74.65000000000002,25.74137931034483
2005-02-08,2005-Q1,74.90000000000002,25.827586206896555
2005-02-09,2005-Q1,75.70000000000002,26.10344827586207
2005-02-10,2005-Q1,76.45000000000002,26.36206896551724
2005-02-11,2005-Q1,78.7,27.13793103448276
2005-02-14,2005-Q1,78.6,27.103448275862068
2005-02-15,2005-Q1,76.6,26.41379310344828
2005-02-16,2005-Q1,75.75,26.120689655172416
2005-02-17,2005-Q1,77.0,26.55172413793104
2005-02-18,2005-Q1,76.85,26.5
2005-02-21,2005-Q1,76.2,26.27586206896552
2005-02-22,2005-Q1,77.04999999999998,26.56896551724138
2005-02-23,2005-Q1,77.29999999999998,26.655172413793103
2005-02-24,2005-Q1,92.75999999999999,32.0
2005-02-25,2005-Q1,101.50622844827585,35.01724137931034
2005-02-28,2005-Q1,104.65487068965514,36.10344827586207
2005-03-01,2005-Q1,100.95646551724134,34.23728813559322
2005-03-02,2005-Q1,102.70571120689651,34.83050847457627
2005-03-03,2005-Q1,102.00601293103445,34.593220338983045
2005-03-04,2005-Q1,106.35413793103447,36.06779661016949
2005-03-07,2005-Q1,105.5045043103448,35.77966101694915
2005-03-08,2005-Q1,103.70528017241377,35.16949152542373
2005-03-09,2005-Q1,101.85607758620688,34.54237288135593
2005-03-10,2005-Q1,101.70614224137928,34.49152542372881
2005-03-11,2005-Q1,99.05728448275859,33.593220338983045
2005-03-14,2005-Q1,96.40842672413791,32.69491525423729
2005-03-15,2005-Q1,93.85952586206895,31.83050847457627
2005-03-16,2005-Q1,94.20937499999997,31.94915254237288
2005-03-17,2005-Q1,91.26064655172411,30.94915254237288
2005-03-18,2005-Q1,88.56181034482756,30.03389830508474
2005-03-21,2005-Q1,88.51183189655171,30.01694915254237
2005-03-22,2005-Q1,86.36275862068965,29.28813559322034
2005-03-23,2005-Q1,93.95948275862067,31.864406779661014
2005-03-24,2005-Q1,93.20980603448274,31.610169491525426
2005-03-25,2005-Q1,93.20980603448274,31.610169491525426
2005-03-28,2005-Q1,92.31019396551721,31.30508474576271
2005-03-29,2005-Q1,87.46228448275859,29.66101694915254
2005-03-30,2005-Q1,89.5613793103448,30.3728813559322
2005-03-31,2005-Q1,91.71045258620688,31.101694915254235
2005-04-01,2005-Q2,100.1068318965517,33.94915254237288
2005-04-04,2005-Q2,102.3558620689655,34.71186440677966
2005-04-05,2005-Q2,108.50321120689652,36.79661016949152
2005-04-06,2005-Q2,130.20385344827582,44.16949152542373
2005-04-07,2005-Q2,150.53883746725057,51.06779661016949
2005-04-08,2005-Q2,138.79750762828482,47.08474576271186
2005-04-11,2005-Q2,141.5454784416598,48.01694915254237
2005-04-12,2005-Q2,144.6931541006166,49.08474576271187
2005-04-13,2005-Q2,141.7453308644507,48.08474576271186
2005-04-14,2005-Q2,141.7453308644507,48.08474576271186
2005-04-15,2005-Q2,134.70053296107125,45.69491525423729
2005-04-18,2005-Q2,127.85558748048267,43.3728813559322
2005-04-19,2005-Q2,127.3559564235054,43.20338983050847
2005-04-20,2005-Q2,130.5535951881599,44.28813559322034
2005-04-21,2005-Q2,143.0943347182893,48.54237288135592
2005-04-22,2005-Q2,152.28754616667104,51.66101694915254
2005-04-25,2005-Q2,142.09507260433477,48.20338983050847
2005-04-26,2005-Q2,138.74754452258708,47.06779661016949
2005-04-27,2005-Q2,137.4984668801439,46.644067796610166
2005-04-28,2005-Q2,138.74754452258708,47.06779661016949
2005-04-29,2005-Q2,133.65130774141895,45.33898305084745
2005-05-02,2005-Q2,131.7027466192076,44.67796610169491
2005-05-03,2005-Q2,132.00252525339394,44.77966101694915
2005-05-04,2005-Q2,133.65130774141895,45.33898305084745
2005-05-05,2005-Q2,134.70053296107122,45.69491525423729
